Genome,Study,Country,Region,Year,Accession,Database,Continent
PH0218-C,1031-PF-SEA-PLOWE,Cambodia,Pailin,2010,ERR040018,varDB,Asia
PH0221-C,1031-PF-SEA-PLOWE,Cambodia,Pailin,2010,ERR040004,varDB,Asia
PH0222-C,1031-PF-SEA-PLOWE,Cambodia,Pailin,2010,ERR039985,varDB,Asia
PH0223-CW,1031-PF-SEA-PLOWE,Cambodia,Pailin,2010,ERR042670,varDB,Asia
PH0224-C,1031-PF-SEA-PLOWE,Cambodia,Pailin,2010,ERR039998,varDB,Asia
PH0225-C,1031-PF-SEA-PLOWE,Cambodia,Pailin,2010,ERR039955,varDB,Asia
PH0227-C,1031-PF-SEA-PLOWE,Cambodia,Pailin,2010,ERR039943,varDB,Asia
PH0228-C,1031-PF-SEA-PLOWE,Cambodia,Pailin,2010,ERR040009,varDB,Asia
PH0229-C,1031-PF-SEA-PLOWE,Cambodia,Pailin,2010,ERR039889,varDB,Asia
PH0232-C,1031-PF-SEA-PLOWE,Cambodia,Pailin,2008,ERR040036,varDB,Asia
PH0233-C,1031-PF-SEA-PLOWE,Cambodia,Pailin,2008,ERR039954,varDB,Asia
PH0234-C,1031-PF-SEA-PLOWE,Cambodia,Pailin,2008,ERR039967,varDB,Asia
PH0235-C,1031-PF-SEA-PLOWE,Cambodia,Pailin,2008,ERR039965,varDB,Asia
PH0236-C,1031-PF-SEA-PLOWE,Cambodia,Pailin,2008,ERR039956,varDB,Asia
PH0238-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR042209,varDB,Asia
PH0239-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR042210,varDB,Asia
PH0240-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR042211,varDB,Asia
PH0241-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR042212,varDB,Asia
PH0242-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR042213,varDB,Asia
PH0243-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR042214,varDB,Asia
PH0244-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR042215,varDB,Asia
PH0245-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR042216,varDB,Asia
PH0246-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR039237,varDB,Asia
PH0247-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR039238,varDB,Asia
PH0248-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR039239,varDB,Asia
PH0249-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR039240,varDB,Asia
PH0250-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR039241,varDB,Asia
PH0251-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR039242,varDB,Asia
PH0252-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR039243,varDB,Asia
PH0253-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR039987,varDB,Asia
PH0254-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR039910,varDB,Asia
PH0255-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR042649,varDB,Asia
PH0259-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR042657,varDB,Asia
PH0261-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR039913,varDB,Asia
PH0264-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR042653,varDB,Asia
PH0266-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR039911,varDB,Asia
PH0267-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR042650,varDB,Asia
PH0270-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR042654,varDB,Asia
PH0274-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR042667,varDB,Asia
PH0278-CW,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR043319,varDB,Asia
PH0279-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR042656,varDB,Asia
PH0280-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR042663,varDB,Asia
PH0282-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR039926,varDB,Asia
PH0283-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR039919,varDB,Asia
PH0284-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR042658,varDB,Asia
PH0285-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR042655,varDB,Asia
PH0286-CW,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR043321,varDB,Asia
PH0287-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR039894,varDB,Asia
PH0288-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR042660,varDB,Asia
PH0289-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR039990,varDB,Asia
PH0290-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR039993,varDB,Asia
PH0291-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR042665,varDB,Asia
PH0292-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR042668,varDB,Asia
PH0294-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR039934,varDB,Asia
PH0295-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR042659,varDB,Asia
PH0296-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR042662,varDB,Asia
PH0297-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR039908,varDB,Asia
PH0299-CW,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR043323,varDB,Asia
PH0300-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR039916,varDB,Asia
PH0302-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR042652,varDB,Asia
PH0303-CW,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR043324,varDB,Asia
PH0304-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR042664,varDB,Asia
PH0305-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR039941,varDB,Asia
PH0306-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR039904,varDB,Asia
PH0307-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR039927,varDB,Asia
PH0308-CW,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR043325,varDB,Asia
PH0321-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR039175,varDB,Asia
PH0322-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR039176,varDB,Asia
PH0323-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR039177,varDB,Asia
PH0324-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR039178,varDB,Asia
PH0325-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR039179,varDB,Asia
PH0326-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR045649,varDB,Asia
PH0327-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR039180,varDB,Asia
PH0328-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR039181,varDB,Asia
PH0329-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR039182,varDB,Asia
PH0330-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR045650,varDB,Asia
PH0332-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR039184,varDB,Asia
PH0333-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR045651,varDB,Asia
PH0334-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR039185,varDB,Asia
PH0335-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR039186,varDB,Asia
PH0336-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR039187,varDB,Asia
PH0337-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR039188,varDB,Asia
PH0338-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR039189,varDB,Asia
PH0339-C,1044-PF-KH-FAIRHURST,Cambodia,Ratanakiri,2010,ERR039190,varDB,Asia
PH0340-C,1044-PF-KH-FAIRHURST,Cambodia,Ratanakiri,2010,ERR039191,varDB,Asia
PH0341-C,1044-PF-KH-FAIRHURST,Cambodia,Ratanakiri,2010,ERR039192,varDB,Asia
PH0342-C,1044-PF-KH-FAIRHURST,Cambodia,Ratanakiri,2010,ERR039193,varDB,Asia
PH0343-C,1044-PF-KH-FAIRHURST,Cambodia,Ratanakiri,2010,ERR039194,varDB,Asia
PH0344-C,1044-PF-KH-FAIRHURST,Cambodia,Ratanakiri,2010,ERR045652,varDB,Asia
PH0345-C,1044-PF-KH-FAIRHURST,Cambodia,Ratanakiri,2010,ERR039195,varDB,Asia
PH0346-C,1044-PF-KH-FAIRHURST,Cambodia,Ratanakiri,2010,ERR039196,varDB,Asia
PH0347-C,1044-PF-KH-FAIRHURST,Cambodia,Ratanakiri,2010,ERR039197,varDB,Asia
PH0348-C,1044-PF-KH-FAIRHURST,Cambodia,Ratanakiri,2010,ERR039198,varDB,Asia
PH0349-C,1044-PF-KH-FAIRHURST,Cambodia,Ratanakiri,2010,ERR039199,varDB,Asia
PH0350-C,1044-PF-KH-FAIRHURST,Cambodia,Ratanakiri,2010,ERR039200,varDB,Asia
PH0351-C,1044-PF-KH-FAIRHURST,Cambodia,Ratanakiri,2010,ERR039201,varDB,Asia
PH0352-C,1044-PF-KH-FAIRHURST,Cambodia,Ratanakiri,2010,ERR039202,varDB,Asia
PH0353-C,1044-PF-KH-FAIRHURST,Cambodia,Ratanakiri,2010,ERR039203,varDB,Asia
PH0354-C,1044-PF-KH-FAIRHURST,Cambodia,Ratanakiri,2010,ERR039204,varDB,Asia
PH0355-C,1044-PF-KH-FAIRHURST,Cambodia,Ratanakiri,2010,ERR039205,varDB,Asia
PH0356-C,1044-PF-KH-FAIRHURST,Cambodia,Ratanakiri,2010,ERR039206,varDB,Asia
PH0357-C,1044-PF-KH-FAIRHURST,Cambodia,Ratanakiri,2010,ERR039207,varDB,Asia
PH0358-C,1044-PF-KH-FAIRHURST,Cambodia,Ratanakiri,2010,ERR039208,varDB,Asia
PH0359-C,1044-PF-KH-FAIRHURST,Cambodia,Ratanakiri,2010,ERR039209,varDB,Asia
PH0360-C,1044-PF-KH-FAIRHURST,Cambodia,Ratanakiri,2010,ERR039210,varDB,Asia
PH0361-C,1044-PF-KH-FAIRHURST,Cambodia,Ratanakiri,2010,ERR039211,varDB,Asia
PH0362-C,1044-PF-KH-FAIRHURST,Cambodia,Ratanakiri,2010,ERR039212,varDB,Asia
PH0363-C,1044-PF-KH-FAIRHURST,Cambodia,Ratanakiri,2010,ERR039213,varDB,Asia
PH0364-C,1044-PF-KH-FAIRHURST,Cambodia,Ratanakiri,2010,ERR039214,varDB,Asia
PH0365-C,1044-PF-KH-FAIRHURST,Cambodia,Ratanakiri,2010,ERR039215,varDB,Asia
PH0366-C,1044-PF-KH-FAIRHURST,Cambodia,Ratanakiri,2010,ERR039216,varDB,Asia
PH0367-C,1044-PF-KH-FAIRHURST,Cambodia,Ratanakiri,2010,ERR039217,varDB,Asia
PH0368-C,1044-PF-KH-FAIRHURST,Cambodia,Ratanakiri,2010,ERR039218,varDB,Asia
PH0369-C,1044-PF-KH-FAIRHURST,Cambodia,Ratanakiri,2010,ERR039219,varDB,Asia
PH0370-C,1044-PF-KH-FAIRHURST,Cambodia,Ratanakiri,2010,ERR039220,varDB,Asia
PH0371-C,1044-PF-KH-FAIRHURST,Cambodia,Ratanakiri,2010,ERR039221,varDB,Asia
PH0372-C,1044-PF-KH-FAIRHURST,Cambodia,Ratanakiri,2010,ERR039222,varDB,Asia
PH0373-C,1044-PF-KH-FAIRHURST,Cambodia,Ratanakiri,2010,ERR039223,varDB,Asia
PH0374-C,1044-PF-KH-FAIRHURST,Cambodia,Ratanakiri,2010,ERR039224,varDB,Asia
PH0375-C,1044-PF-KH-FAIRHURST,Cambodia,Ratanakiri,2010,ERR039225,varDB,Asia
PH0376-C,1044-PF-KH-FAIRHURST,Cambodia,Ratanakiri,2010,ERR039226,varDB,Asia
PH0377-C,1044-PF-KH-FAIRHURST,Cambodia,Ratanakiri,2010,ERR039227,varDB,Asia
PH0378-C,1044-PF-KH-FAIRHURST,Cambodia,Ratanakiri,2010,ERR039228,varDB,Asia
PH0379-C,1044-PF-KH-FAIRHURST,Cambodia,Ratanakiri,2010,ERR039229,varDB,Asia
PH0380-C,1044-PF-KH-FAIRHURST,Cambodia,Ratanakiri,2010,ERR045653,varDB,Asia
PH0381-C,1044-PF-KH-FAIRHURST,Cambodia,Ratanakiri,2010,ERR039230,varDB,Asia
PH0382-C,1044-PF-KH-FAIRHURST,Cambodia,Ratanakiri,2010,ERR039231,varDB,Asia
PH0383-C,1044-PF-KH-FAIRHURST,Cambodia,Ratanakiri,2010,ERR039232,varDB,Asia
PH0384-C,1044-PF-KH-FAIRHURST,Cambodia,Ratanakiri,2010,ERR039233,varDB,Asia
PH0386-C,1031-PF-SEA-PLOWE,Cambodia,Battambang,2009,ERR040031,varDB,Asia
PH0407-C,1031-PF-SEA-PLOWE,Cambodia,Battambang,2009,ERR039893,varDB,Asia
PH0408-C,1031-PF-SEA-PLOWE,Cambodia,Battambang,2008,ERR039929,varDB,Asia
PH0410-C,1031-PF-SEA-PLOWE,Cambodia,Battambang,2008,ERR039921,varDB,Asia
PH0411-C,1031-PF-SEA-PLOWE,Cambodia,Battambang,2009,ERR039905,varDB,Asia
PH0416-C,1031-PF-SEA-PLOWE,Cambodia,Battambang,2008,ERR039983,varDB,Asia
PH0450-C,1031-PF-SEA-PLOWE,Cambodia,Pailin,2009,ERR040020,varDB,Asia
PH0453-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR039856,varDB,Asia
PH0454-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR039857,varDB,Asia
PH0455-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR039858,varDB,Asia
PH0456-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR039859,varDB,Asia
PH0457-CW,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR043326,varDB,Asia
PH0458-CW,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR043327,varDB,Asia
PH0459-CW,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR043328,varDB,Asia
PH0460-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR039860,varDB,Asia
PH0461-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR039861,varDB,Asia
PH0462-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR039862,varDB,Asia
PH0463-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR039863,varDB,Asia
PH0464-CW,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR043329,varDB,Asia
PH0465-CW,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR043330,varDB,Asia
PH0466-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR039864,varDB,Asia
PH0467-CW,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR043331,varDB,Asia
PH0468-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR039865,varDB,Asia
PH0469-CW,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR043332,varDB,Asia
PH0470-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR039866,varDB,Asia
PH0471-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR039867,varDB,Asia
PH0472-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR039868,varDB,Asia
PH0473-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR039869,varDB,Asia
PH0474-CW,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR043333,varDB,Asia
PH0475-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR039870,varDB,Asia
PH0476-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR039871,varDB,Asia
PH0477-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR039872,varDB,Asia
PH0478-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR039873,varDB,Asia
PH0479-CW,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR045654,varDB,Asia
PH0480-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR039874,varDB,Asia
PH0481-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR039875,varDB,Asia
PH0482-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR039876,varDB,Asia
PH0483-CW,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR045655,varDB,Asia
PH0484-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2011,ERR039877,varDB,Asia
PH0485-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2011,ERR039878,varDB,Asia
PH0486-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2011,ERR039879,varDB,Asia
PH0487-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2011,ERR039882,varDB,Asia
PH0488-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2011,ERR039883,varDB,Asia
PH0489-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2011,ERR039884,varDB,Asia
PH0490-C,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2011,ERR039885,varDB,Asia
PH0494-CW,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2009,ERR063584,varDB,Asia
PH0495-CW,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2009,ERR063585,varDB,Asia
PH0496-CW,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2009,ERR063586,varDB,Asia
PH0497-CW,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2009,ERR063587,varDB,Asia
PH0498-CW,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2009,ERR063588,varDB,Asia
PH0499-CW,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2010,ERR063589,varDB,Asia
PH0500-CW,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2009,ERR063590,varDB,Asia
PH0501-CW,1044-PF-KH-FAIRHURST,Cambodia,Pursat,2009,ERR063591,varDB,Asia
PH0502-C,1052-PF-TRAC-WHITE,Cambodia,Ratanakiri,2011,ERR126016,varDB,Asia
PH0503-C,1052-PF-TRAC-WHITE,Cambodia,Ratanakiri,2011,ERR067567,varDB,Asia
PH0504-C,1052-PF-TRAC-WHITE,Cambodia,Ratanakiri,2011,ERR063627,varDB,Asia
PH0505-C,1052-PF-TRAC-WHITE,Cambodia,Ratanakiri,2011,ERR067575,varDB,Asia
PH0506-C,1052-PF-TRAC-WHITE,Cambodia,Ratanakiri,2011,ERR126017,varDB,Asia
PH0507-C,1052-PF-TRAC-WHITE,Cambodia,Ratanakiri,2011,ERR063639,varDB,Asia
PH0508-C,1052-PF-TRAC-WHITE,Cambodia,Ratanakiri,2011,ERR067573,varDB,Asia
PH0510-C,1052-PF-TRAC-WHITE,Cambodia,Ratanakiri,2011,ERR063621,varDB,Asia
PH0511-C,1052-PF-TRAC-WHITE,Cambodia,Preah Vihear,2011,ERR067570,varDB,Asia
PH0513-C,1052-PF-TRAC-WHITE,Cambodia,Preah Vihear,2011,ERR063635,varDB,Asia
PH0514-C,1052-PF-TRAC-WHITE,Cambodia,Preah Vihear,2011,ERR063623,varDB,Asia
PH0515-C,1052-PF-TRAC-WHITE,Cambodia,Preah Vihear,2011,ERR067571,varDB,Asia
PH0516-C,1052-PF-TRAC-WHITE,Cambodia,Preah Vihear,2011,ERR063631,varDB,Asia
PH0517-C,1052-PF-TRAC-WHITE,Cambodia,Preah Vihear,2011,ERR063632,varDB,Asia
PH0518-C,1052-PF-TRAC-WHITE,Cambodia,Preah Vihear,2011,ERR063622,varDB,Asia
PH0519-C,1052-PF-TRAC-WHITE,Cambodia,Preah Vihear,2011,ERR067565,varDB,Asia
PH0520-C,1052-PF-TRAC-WHITE,Cambodia,Preah Vihear,2011,ERR067574,varDB,Asia
PH0521-C,1052-PF-TRAC-WHITE,Cambodia,Preah Vihear,2011,ERR067572,varDB,Asia
PH0522-C,1052-PF-TRAC-WHITE,Cambodia,Preah Vihear,2011,ERR063634,varDB,Asia
PH0523-C,1052-PF-TRAC-WHITE,Cambodia,Preah Vihear,2011,ERR063637,varDB,Asia
PH0524-C,1052-PF-TRAC-WHITE,Cambodia,Preah Vihear,2011,ERR063629,varDB,Asia
PH0525-C,1052-PF-TRAC-WHITE,Cambodia,Preah Vihear,2011,ERR063630,varDB,Asia
PH0526-C,1052-PF-TRAC-WHITE,Cambodia,Pursat,2011,ERR205942,varDB,Asia
PH0527-C,1052-PF-TRAC-WHITE,Cambodia,Pursat,2011,ERR205949,varDB,Asia
PH0528-C,1052-PF-TRAC-WHITE,Cambodia,Pursat,2011,ERR063625,varDB,Asia
PH0529-C,1052-PF-TRAC-WHITE,Cambodia,Pursat,2011,ERR205948,varDB,Asia
PH0530-C,1052-PF-TRAC-WHITE,Cambodia,Pursat,2011,ERR205943,varDB,Asia
PH0531-C,1052-PF-TRAC-WHITE,Cambodia,Pursat,2011,ERR063619,varDB,Asia
PH0532-C,1052-PF-TRAC-WHITE,Cambodia,Pursat,2011,ERR205944,varDB,Asia
PH0533-C,1052-PF-TRAC-WHITE,Cambodia,Pursat,2011,ERR067568,varDB,Asia
PH0534-C,1052-PF-TRAC-WHITE,Cambodia,Pursat,2011,ERR063620,varDB,Asia
PH0535-C,1052-PF-TRAC-WHITE,Cambodia,Pursat,2011,ERR205941,varDB,Asia
PH0536-C,1052-PF-TRAC-WHITE,Cambodia,Pursat,2011,ERR063624,varDB,Asia
PH0537-C,1052-PF-TRAC-WHITE,Cambodia,Pursat,2011,ERR067564,varDB,Asia
PH0538-C,1052-PF-TRAC-WHITE,Cambodia,Pursat,2011,ERR067566,varDB,Asia
PH0539-C,1052-PF-TRAC-WHITE,Cambodia,Pursat,2011,ERR063618,varDB,Asia
PH0540-C,1052-PF-TRAC-WHITE,Cambodia,Pursat,2011,ERR205937,varDB,Asia
PH0541-C,1052-PF-TRAC-WHITE,Cambodia,Pursat,2011,ERR126018,varDB,Asia
PH0542-C,1052-PF-TRAC-WHITE,Cambodia,Pursat,2011,ERR063633,varDB,Asia
PH0543-C,1052-PF-TRAC-WHITE,Cambodia,Pursat,2011,ERR205950,varDB,Asia
PH0544-C,1052-PF-TRAC-WHITE,Cambodia,Pursat,2011,ERR067569,varDB,Asia
PH0545-C,1052-PF-TRAC-WHITE,Cambodia,Pursat,2011,ERR205940,varDB,Asia
PH0546-C,1052-PF-TRAC-WHITE,Cambodia,Pursat,2011,ERR205945,varDB,Asia
PH0547-C,1052-PF-TRAC-WHITE,Cambodia,Pursat,2011,ERR063626,varDB,Asia
PH0548-C,1052-PF-TRAC-WHITE,Cambodia,Pursat,2011,ERR126019,varDB,Asia
PH0549-C,1052-PF-TRAC-WHITE,Cambodia,Pursat,2011,ERR063638,varDB,Asia
PH0551-C,1052-PF-TRAC-WHITE,Cambodia,Pursat,2011,ERR123809,varDB,Asia
PH0552-C,1052-PF-TRAC-WHITE,Cambodia,Pursat,2011,ERR123810,varDB,Asia
PH0553-C,1052-PF-TRAC-WHITE,Cambodia,Pursat,2011,ERR123811,varDB,Asia
PH0554-C,1052-PF-TRAC-WHITE,Cambodia,Pursat,2011,ERR123812,varDB,Asia
PH0555-C,1052-PF-TRAC-WHITE,Cambodia,Pursat,2011,ERR123813,varDB,Asia
PH0556-C,1052-PF-TRAC-WHITE,Cambodia,Pursat,2011,ERR123814,varDB,Asia
PH0557-C,1052-PF-TRAC-WHITE,Cambodia,Pursat,2011,ERR123815,varDB,Asia
PH0558-C,1052-PF-TRAC-WHITE,Cambodia,Pursat,2011,ERR123816,varDB,Asia
PH0559-C,1052-PF-TRAC-WHITE,Cambodia,Pursat,2011,ERR123817,varDB,Asia
PH0560-C,1052-PF-TRAC-WHITE,Cambodia,Pursat,2011,ERR123818,varDB,Asia
PH0561-C,1052-PF-TRAC-WHITE,Cambodia,Pursat,2011,ERR123819,varDB,Asia
PH0562-C,1052-PF-TRAC-WHITE,Cambodia,Pursat,2011,ERR123820,varDB,Asia
PH0563-C,1052-PF-TRAC-WHITE,Cambodia,Pursat,2011,ERR123821,varDB,Asia
PH0564-C,1052-PF-TRAC-WHITE,Cambodia,Pursat,2011,ERR123822,varDB,Asia
PH0565-C,1052-PF-TRAC-WHITE,Cambodia,Pursat,2011,ERR123823,varDB,Asia
PH0566-C,1052-PF-TRAC-WHITE,Cambodia,Pursat,2011,ERR123824,varDB,Asia
PH0568-C,1052-PF-TRAC-WHITE,Cambodia,Pursat,2011,ERR123826,varDB,Asia
PH0569-C,1052-PF-TRAC-WHITE,Cambodia,Pursat,2011,ERR123827,varDB,Asia
PH0570-C,1052-PF-TRAC-WHITE,Cambodia,Pursat,2011,ERR123828,varDB,Asia
PH0571-C,1052-PF-TRAC-WHITE,Cambodia,Pursat,2011,ERR123829,varDB,Asia
PH0572-C,1052-PF-TRAC-WHITE,Cambodia,Pursat,2011,ERR123830,varDB,Asia
PH0573-C,1052-PF-TRAC-WHITE,Cambodia,Pursat,2011,ERR123831,varDB,Asia
PH0574-C,1052-PF-TRAC-WHITE,Cambodia,Pursat,2011,ERR123832,varDB,Asia
PH0575-C,1052-PF-TRAC-WHITE,Cambodia,Pursat,2011,ERR123833,varDB,Asia
PH0576-C,1052-PF-TRAC-WHITE,Cambodia,Pursat,2011,ERR123834,varDB,Asia
PH0578-C,1052-PF-TRAC-WHITE,Cambodia,Pursat,2011,ERR123836,varDB,Asia
PH0579-C,1052-PF-TRAC-WHITE,Cambodia,Pursat,2011,ERR123837,varDB,Asia
PH0580-C,1052-PF-TRAC-WHITE,Cambodia,Pursat,2011,ERR123838,varDB,Asia
PH0582-C,1052-PF-TRAC-WHITE,Cambodia,Pursat,2011,ERR123840,varDB,Asia
PH0583-C,1052-PF-TRAC-WHITE,Cambodia,Pursat,2011,ERR123841,varDB,Asia
PH0584-C,1052-PF-TRAC-WHITE,Cambodia,Pursat,2011,ERR123842,varDB,Asia
PH0585-C,1052-PF-TRAC-WHITE,Cambodia,Preah Vihear,2011,ERR123843,varDB,Asia
PH0586-C,1052-PF-TRAC-WHITE,Cambodia,Preah Vihear,2011,ERR123844,varDB,Asia
PH0587-C,1052-PF-TRAC-WHITE,Cambodia,Preah Vihear,2011,ERR123845,varDB,Asia
PH0588-C,1052-PF-TRAC-WHITE,Cambodia,Preah Vihear,2011,ERR123846,varDB,Asia
PH0589-C,1052-PF-TRAC-WHITE,Cambodia,Preah Vihear,2011,ERR123847,varDB,Asia
PH0592-C,1052-PF-TRAC-WHITE,Cambodia,Preah Vihear,2011,ERR123850,varDB,Asia
